Company,Domain,Number of Reviews,Trustscore,Combined_Score,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Company VADER Sentiment Score,Company TextBlob Sentiment Score,Company BERT Sentiment Score,review_id,Review Stars,Review Comment,Review Length,Company Response,VADER Sentiment Score,TextBlob Sentiment Score,BERT Sentiment Score
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,322c74d4da811fa1ef1dce1effab146e,1,"I wanted to make my experience public and let it be known that I have been a victim of credit card fraud with PNC and PNC doing absolutely nothing to take responsibility for this lapse in security.  I have been a dedicated PNC customer since 1972 with mortgages, business loans, business accounts and many others for more than 50 years,When I received my October statement, I immediately spotted three charges that I did not make. The three charges were all made October 11, 2024 in the state of Washington,  with a total cost of approximately $40. I immediately called the PNC fraud department to let them know that I did not make these charges. I was told that my credit card was used to make these purchases and I would still be held responsible for these charges. I then called a PNC branch manager where I live in Scottsdale, Arizona. I was told that the incident would be referred back to the agent in the Philippines. I let the manager know that nobody has ever had possession of my card.In all the years I've done business with PNC, I was never once late on one payment and have never had a single issue. I was shocked to find out that I am still being held responsible to pay for these charges that I did not make.  I have no faith in PNC at this point. Will my card be used once again with fraudulent activity?The worst part about this experience is that PNC accused me of lying and that I would still be held responsible for these fraudulent charges,I will be posting my experience on every website and social media site I can find, to warn others of this terrible experience ",291,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,07ac9b84c331356a6006cf5fd397db2e,5,I wanted to send money to my daughter for her birthday 🎂 I was using cash app. But it kept saying the bank declined it. I called PNC and spoke with a young woman named Denicia. She was incredible helpful.  There had been suspicious activity on my account.That's why they declined. She told me send it by Zelle It took two minutes and it was so easy. No more cash app for me. 9/25/,74,,1,1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,13b3187a4eb94dbc694aa9863a73ae0c,1,I wanted to wire money to my Schwab account and the wire never went through. CHARGED ME THE FEE and the money was never wired to my account. Had no idea what happened. Went to my local branch to find out why. They told me I the dashes in wrong when for my account number. They never specified if dashes were needed or not. No way would open this account again knowing now how they treat the people who put trust in them.  I plan to switch banks as soon as I can.,93,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c2a6d78bfb8a59642d82f9343b17cdbc,1,I was a BBVA customer.  BBVA was bought out by PNC.  My BBVA debit/credit card was good until 11/25.  PNC sent me a new debit card which I had not activated.  Without warning they canceled my credit card.  When I tried to enable the card they sent me I was told that it was closed.  They changed the teller hours so that now I will need to take off from work to access a branch office.  Now accounts that were paid by my BBVA card are not being paid and I have no way to fix it for at least 6 business days.  I am probably going to cancel my account with this bank since they apparently don't care how their actions affect their customers.,125,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,bce168d3fb5ef4b627460069d0e55a3a,2,"I was a client with Simple, who got bought out by BBVA, which went downhill, then was bought out by PNC, and went downhill even faster. PNC has the slowest mobile app I've ever used. Log in, says you're overdrafted. Log out then back in, says you're just fine. Log out, then back in again, says it's unavailable. Need to call support? They barely speak English. Need to send a bill pay check? It may get there in 3 weeks...if you're lucky. Good thing is I know my money's somewhere. Bad thing is I can't do much with it or plan. I switched to Alliant Credit Union recently...lightning fast app, free checks with fast bill pay, sign up bonuses, high APR accounts, and their support is incredible.",127,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,fa3591007a08ac9e1558db8a4b6953db,1,"I was a customer before i worked here. That was all it took for me to take my banking elsewhere.They hire people even though they are not allowed per FDIC guidelines. (Any crime of dishonesty bars you from employment at a bank)PNC tries to hard to be woke, they do not care about any BBVA acquired members. They lied in the news about it-as an internal employee pet me set the record straight Nothing they as going according to their acquisition plan. They hadnt done any research prior to figure out where members were located. Direct deposits didnt work, etc even though PNC said it would. Even after it failed they still spun their PR web of lies.Managers are threatening, condescending and rude. One high up joked about workers needing yo make sure they are always camera ready by having their wigs on and teeth in. Her name was Cora and she was horrible, egocentric, and surprisingly thought pretending to be ghetto would make her relatable.Management wants to brag about themselves and not help new employees. Trust that most of the people at the call center are severely under trained. Would you want workers handling all your sensitive info that have been arrested for theft?!Anyway find any other bank PNC cant even handle getting equipment returned. It took me 3 weeks and eventually having to stop playing so nice to get a response.I was told to just get a free box at either fed ex or usps to ship back-ya know the kind that cost over 20 bucks. Yeah sure they will give me one for free!!Markisha im looking at you because you lied about that for sure!",278,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,d8e374882ac98675675beb7521de9e4e,1,I was a customer for 4 years and I recently lost my prepaid debit card. I called for a new card and changed my address. I was giving to option of 7 to 10 business days or 3 business days. I chose to get it in 3 business days and pay the fee. Because of me choosing 3 days my card was suspended. I reached out to Pnc fraud protection and someone was suppose to get back to me. For 2 weeks I was able to get my money off my card at the teller window. Yesterday I was informed my account was closed due to me not providing documentation in a timely manner. I work 6 to 6 . So on my day off I provided the documentation but it was too late. My bill are paid with my account and now I don’t have any way of paying my bills. Because my pay check was sent back to my job. Which will take 3 business days for them to process. Thank you Pnc for not doing your job,180,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,7aac28182517c11fe7fe52f08bf29bb7,1,"I was a customer of BBVA and they recently became part of PNC. Not only cannot I still not seek my trust accounts on PNC.com, no one seems to care or know how to fix the problem! I will be switching back to Wells Fargo.",45,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c3294960ea91f0348c4a2875676f0a6a,1,"I was a customer of PNC Bank for over 40 years for both business and personal. Bank accounts, line of credit and 2 credit cards. I made a mistake and had my family bank make a. $2000 payment which was my monthly account balance. My family bank  payment the following day. My credit card was paid in full twice and reimbursed me immediately  My biggest mistake was depositing this check into my checking account. Someone inside the bank took it upon themself to stop payment and I am still fighting to get my money back. Immediately they began playing games making me create a legal paper trail with both banks to prove the bank's mistakes. This mistake went all the way to the President's office and stopped. Canceled due to the length of time. After I dropped my larger balance to a minimum amount. Even though I have never been late on any payments - 2 expensive cars. A $30,000 line of credit and $20,000 lines of credit on each credit card dropped my line of credit resulting in other cc to drop my lines of credit for no reason. PNC festroyed u life and credit PLUS STEALING $2,000 from my account. DO NOT USE PNC BANK.",207,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,97e5e06379ef6224a1f9b866b4f2d3d0,1,"I was a customer since 2015. Was having issues paying my credit card due to COVID (3-4 month span) and explained my situation. That I’d be paying it off in full in March (taxes). They closed the credit card without my knowledge and lied about having banking locations, to where I’d be relocating.",53,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,6bfb872ac25341814e9f1699da37e248,2,I was a PNC card holder for over 10 years. I recently discovered that this company has continued to give donations to congresspeople who supported the terrorists and the Big Lie after pledging they would no longer support those traitors. PNC lied and continues to support insurrectionist/traitor congressmen. I can no longer do business with a company that is a traitor to our nation.,64,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,df9c8c181d5cddcdd8ff49db049ff985,1,"I was a very happy camper with BBVA who took over Compass. The takeover and quality of continuing service was excellent and I recommended them to everybody.In 2021, BBVA sold to PNC. It has been the worst transition and service, whether in person, on 800 customer service, or thru app/online, is terrible. I have closed one account and will close remaining as well as yank my CD as soon as possible. Today's debacle was trying to obtain 2021 records that 800 and local office point to each other to do and both insist they cannot provide to me. What a mess they are.",103,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,65acb68f5ee8c4f39f8279b602ff4785,1,"I was a very satisfied BBVA business customer that was dragged into this mess by the PNC acquisition. BBVA was a great company with great customer service. At some point, all of my customer and vendor ACH banking information disappeared. In the first few days of calling, there was no customer service at all, just a ""we're really busy"" and a click. When I finally got through (day 4), I was told ""yeah a bunch of people lost their data, too bad""...click. After another week of phone calls: an hour of waiting, a disconnect, and a redial, I finally found someone who knew what an ACH was. I was then informed that an ACH requires a ""Cash Flow Insight"" account at  $15/mo. + a transaction fee.  All along the way, I was given information that the next support person would contradict. I continued in vain because I didn't want to have to get all the banking paper work redone with my customers and vendors. Turns out ... you do. So I decided I might as well do it with a new bank with decent customer service. I have been a business owner for over 48 years and this is by far the worst financial institution I have ever dealt with...run...",210,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,047252d7c14f2e163b151711781ce801,1,"I was at BBVA for years with zero problems before PNC took over. Now I’ve had nothing but problems, treacherous fees and charges because of their gestapo style banking practices that THEY CREATE only benefit themselves. I cant trust them any longer and as soon as my latest transaction clears overnight, I’m closing my account and bringing my business to a credit union!",63,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c0340b0c92979baf533f8398ae882ae0,1,"I was at the branch in the Pittsburgh Mills complex.I walked in to deposit 1 check, but there 10 waiting in line for you cashiers.  That doesn't count the number of cars in the drive thru.  There was 1 office person waiting on some people.  Father and son left after waiting for sometime, because no other office personal were available.  This is 2pm in the afternoon.  Can't wait to change banks!  The cashiers did a excellent waiting on people.  I have been at other offices where the office personal couldn't get anything right!",93,Company has NOT responded to this review.,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,3998eed2c09a206adfc13bb7d7f5f581,1,"I was attempting to dispute a charge. I got nowhere. I spoke to the restaurant—|got nothing. I spoke to the bank, they didn't do anything for me. I tried through the app itself- to no avail. I also spoke to customer service. Which this was an overall bad experience. She didn't give me any answers and I found myself right back at the beginning.To add, I specifically said a name I choose and would rather go by, the whole name she was saying the wrong thing which feltpurposeful. I never have had a good experience with my bank's customer service.And I'm stating to have even more issues with Uber eats.My money was taken, I have the order # which I repeated to each person. I have the pictures of the money being taken from my account but no one can do anything for me?That's odd",145,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,a5671a455dfec0c036b185ca7b4129b1,1,"I was attracted by their HELOC rates and made an application online. A couple of issues with PNC loan processing. 1) Unresponsive loan officer. My officer mentioned the expectation of phone/email replies are in 3 days. Even so, one of my email inquiry took more than a week. 2) Ignorant loan officers. I have been in contact with two loan officers about the document feedbacks from the underwriting team. They were both unable to explain what the underwriting team is expect. Once one officer told me confidently that my revised doc is all good, but it turned to be rejected by underwriting team again. 3) Unmotivated loan officer. PNC takes zero initiative to address customer's issues. It is said that other lenders would simply solicit appropriate documents from HOA, banks, insurance agencies, etc. This bank considers these are your job. On top of that, they don't know what documents their underwriting team are looking for. Other than copy-and-paste, their loan officers know nothing.4) Mismanaged customer service phone line. I called during the line's normal business hour, about one hour until close. The line did forward my call to an operator, it turned out nobody answered the phone for 5 minutes until I hang up. Note this is AFTER the waiting for the next available representative period. It seems that it was just the operators left their jobs early.",228,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,cf615756476be7f7e73f9a6e8f5da9f0,1,I was BBVA customer never received my debit card from pnc supervisor didn’t care she told if you are unhappy go to other banks,24,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,203404122b9c695654068b9fa9f17e39,1,"I was calling customer service to help set up my PIN number since BBVA transferred to them but apparently I'm not allowed to do that. I was on hold for over 40 MINUTES and right when I got to someone all they said was ""Hello?"" And when i responded saying hello back they immediately HUNG UP?!?!?!? What kind of customer service is this?! This is beyond unacceptable. All I want is to set up my PIN, is that too much to ask?",82,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,5480713876e1c67361d6faeafbd15538,1,I was completely mislead when applying for a credit card to consolidate. I would have never allowed them to go through the process of applying etc had they truly cared to make sure of my needs. I have had great experiences with the bank in the past but this was a true letdown. I have banked with them for years and even have a car loan with them. I advise anyone to choose a different bank. PNC is definitely not what is was.,83,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,188581a51fcca9aac77cde612601b95f,1,I WAS DUPED BY THIS PEOPLE THEY ARE WICKED I GOT HELP ON NAME MY PROFILE PHOTO AM USE,19,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c99b4854dacbd7b458dfe582f4069cd0,1,I WAS DUPED BY THIS PEOPLE THEY ARE WICKED I GOT HELP ON NAME MY PROFILE PHOTO AM USE,19,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,6aa84e9e999be9e1bc7debfc6678185e,1,"I was given a check written on a pnc bank account. So I went to that bank to cash it. I don't have a account there, so I put my drivers license and the check into the drive thru capsule and pushed the send button. The teller told me I needed to give an additional form of id like a passport (which I don't have) or a household bill with my name on it. She said they require two forms of id and would also charge me a fee for cashing the check. I told her to send everything back and I would go to my bank to cash it. Pnc bank sucks!!! 😡🤬",114,Company has NOT responded to this review.,0,-1,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,f04d47f53d9e25302c2379afce0b0e1f,1,"I was on the phone for over 15 minutes with someone from the transfer department who ended up being unable to skip my reoccurring transfer for the month. He told me he could cancel it completely and I could call back next month to restart it. However, when my husband looked at our online account, he was able to skip it with two clicks on the website. How was customer service unable to do that?!?",75,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,7933966c4510a0d1263f70df9c984fe9,1,"I was originally lured in on an advertised personal loan application process with a 24 hour notice of approval. After waiting 3 days, I called PNC Bank to inquire as to the status of my application. The Representative informed me that the loan approval could take up to 5-7 business days. Disappointed, I begrudgingly waited. After more than 7 business days, I contacted the bank again, where I was then informed that my application was cancelled. Upon asking why, the Rep couldn't give me a clear answer but reassured me that my application would be reinstated. I again waited 3 more days before calling PNC Bank for the 3rd time. The Rep told me my application was still being processed. I asked if there was someone I could talk to in order to clarify the status of my loan. There was no common sense answer from the Rep, almost like I was being bamboozled. After waiting a total of 12 business days, I cancelled my loan application, still with no answer to how/why it took so long to get an answer on a $2000 personal loan for a person with a 800 credit score rating. I am speechless but certain, I will never use PNC Bank for any future financial needs.",211,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,56a6e5166b9827d6a6513e39d3b69949,1,I was scammed by someone betraying they worked for PNC Bank. When I realized and went to the local branch I was informed the next day they would do nothing for me because I willingly participated.  I have been banking with this bank for over 15 years and I have no respect for the when they state we cannot help as you participated willingly. ,64,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,b77ac5d04a2b60fb3fda4471456599df,1,"I was thinking to come the PNC CLIENT. The manager there, his name, I believe is Eugene, assured me, that PNC BANKis much better than any others BIG banks.I, of course, didn't believe him, but decided to try.Long story short.PNC IS THE WORST BANK I EVER MAKE DEAL WITH!Especially the Notory guy.I did have three meetings each one at least 1 hour.And what?!NOTHING!He made mistake after mistake!Wasted MY VALUABLE TIME!If you want to become the clients of PNC BANK, THINK NOT TWICE!TEN TIMES MORE!GOOD LUCK!",85,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,fc4b93eca06dbd2677a6f8f7c721e533,1,I was TRIPLE CHARGED for a chantico's fire. The rascals absconded with my hard-earned canes money and locked my card on top of it!!! This isn't the first time either!! They did the same when I attempted to purchase a dashing gut knife lore. Now I have to get into contact with my mother so she can reason with the rubbish tellers to unlock my card!,66,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,46b830d15319041e32587b4242099af1,1,I was with BBVA when they transitioned over to Pnc and I agree it was a total disaster first of all they didn’t have all the necessary tools for us to make transactions on the account that did not have the access to a branch or an ATM so my account why is it going negative several times the last time that it has occurred they gave me a little over two weeks close my account after I opened up a savings account now I have a savings account closed checking account and was not informed of it and less until I called I have an inheritance that is going to that account now I have to try to stop it when I asked him to give me some kind of replacement one exception due to the fact that I had no way of making a cash deposit to cover the overdraft. They informed me they didn’t know either. WHAT??,160,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,b3f1f9fb41961ba0faacce0ba7abbd63,1,"I wasted time phoning and getting the run around trying to close my accounts so I enrolled the help of Consumer Financial Protection Bureau. They were fantastic and they assured everyone that my accounts would be closed and monies refunded.My bank cannot clear the checks as “the clearing bank as the clearing bank states there is a “MISMATCH ROUTING NUMBER”!!,Yet another ploy by PNC Bank to hold my money.Disgraceful!!!!Not dealing with them anymore and I will be switching to Asllc who are professional with managing my finances",87,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,33da4ae0ef786cf181582d992a9107fd,1,"I went into a branch to setup a savings account. The bankers move slow, she did not send me a atm card like promised. I had to call the 1800 number to find out whats taking my card so long lady on the phone told me the banker never put in a card order so i had to wait 2 weeks before I received a atm card, now the pin I set up at the bank doesn't work so I call 1800 number again but they tell me only thing they can do is request a pin resend in the mail that's going to take 7 days.... this bank is a joke and I will be going to close the account if I could give zero starts I would",129,Company has NOT responded to this review.,1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,742f5286bc85a9afababd4372d1341aa,1,"I went into the branch to link my accounts as informed to do so by the customer service rep over the phone. The individual in the branch was unable to locate one of my accounts, therefore, I had to go home and find the account numbers. When I returned, the problem was corrected after showing proof of the account. I then needed to make a deposit into my checking account which went smoothly. My second transaction is not going smoothly.  I wrote a check from my business line of credit and was informed by the teller that she needed to speak with her manager because she had never cashed a business check from a business line of credit. I’ve now been waiting for 40 minuets while she talks on the phone, help the other teller, etc, without informing me of where she’s at in the process with my transaction. I never had to go through this with BBVA.",158,Company has NOT responded to this review.,1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,26198dc1983019128556174cb39a56a0,1,"I went to a branch, in person, to apply for a HELOC. I brought along the required IRS tax statements, brokerage statements, bank statements, and pay stubs. The woman there copied all of it electronically to include with my application, and supposedly sent it in.One week later, I got a letter in the mail from PNC telling me to provide that same data--they had not received it with the application submission. There was no trace of it.Somewhere, who knows where, my highly sensitive data is floating around and PNC has no idea where it is or who has access to it. I complained to the manager of the branch. and a MONTH later, I heard from their ""executive client relations"" office with contact info on who to follow up with.Both the email and phone # they provided were useless. Email was returned as Undeliverable, and the phone number was some poor medical office in PA who had been getting barraged with these calls. Inexcusable.PNC cannot find their butts with both hands and a flashlight. But more critically, they cannot find, and have no idea where they have sent, highly personal information.This bank is DANGEROUS. Stay the 'bleep' away.",198,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,d3f2afc2e7897bc036812bfbce229cdc,1,I went to a Pnc atm to withdraw $600 and the atm said there was an error despising the money but also took the money from the account. I talk to 3 different bank employees and they said I was pretty much screwed for up to 10 days until they can verify the issue. This was there fault and now I’m being punished for there error. I only have $69 dollars to my name and it’s a holiday weekend plus I have kids I will be closing my account with pnc,91,Company has NOT responded to this review.,-1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,95ec50d9aeb11ce8f404e6dd98732f60,1,"I went to a “branch” on Yamato Road in Boca Raton, FL.   I use the word in quotes because there are no tellers or cash at that location so to do a simple deposit with cash back I had to accompany the branch manager to an ATM and login 3 times to deposit 4 checks and get 500-all in 20s since there is no cash at the bank so they couldn’t give me any hundreds.  Should’ve taken two minutes, ended up taking over 20 and it was exasperating and embarrassing for myself and the manager.   If all they wanna do is force people to use ATMs they should just close down all the branches and flop a bunch of ATMs on the pavement!   ",123,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,af82d27ea1cb58b1dec9b0a227dd8378,1,"I went to get a cashier's check for my parents funeral on the Erie avenue and I street branch. 1st she did not greet me, was rude in that I had to tell her what I wanted since she did not ask me.  When she gave me the check she said nothing. Yet, she quickly greeted the man behind me. Very unprofessional, I don't want friendliness, just professional courtesy.",69,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,baa934a2663e4c74b393a1f362f6bffb,1,"I went to my IOLTA account online.  BBCA was the best with IOLTA.  Now PNC has completely destroyed any reputation of being customer friendly.  You cant move any money from IOLTA to another account without going into a bank in person.  Then PNC starts Pinnacle to allow online transfers.  After calling into Pinnacle, the customer service rep asked me for by business ID# and operator #.  Those are clearly PNC specific database numbers.  Why would PNC be asking me for this?  I am moving to a new bank immediately and taking all my accounts with me.",96,Company has NOT responded to this review.,1,1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,152dfd62512f6ad9823eb465a204f63d,1,I went to my local PNC branch in Kokomo In and wanted to open a new account. They had 3 tellers and one at the drive up window at 4 pm. No officer or exec to be found. Went to the teller who was not talking to anyone and she says I will be with you in a min. I asked if they had an officer and she looked at me like I was from another planet. Long story is I can come back on Saturday without an appointment and open and account then. Guess what my next move was? Out the door and looking for another bank....,108,Company has NOT responded to this review.,1,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,750a4caa897330f9268d30d2c695edf4,2,I went to PNC Bank to establish a checking and savings account. The individual was very nice and helpful. I told her that I was coming to PNC Bank because the internet states they are friendly to their customers who deal in Crypto. I told them that I like to dabble a little with Crypto and there would be times I would make Crypto purchases thru my account and make deposits as well. I received a call two days later informing me they would not let me have an account to do any Crypto transactions. I just don't understand this way of thinking. I would say  there recommendation for being friendly to their Crypto customers is totally false.,118,Company has NOT responded to this review.,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,7bf8bb68a0ef61663a7ba87a454a8fc0,5,"I went to the Destin fl branch of PNC,I normally do the drive-thru,but there was a line(4 cars-on lane open)so I opted to go inside.Enter the lobby and there were a few people ahead of me,I was fourth in line.Clearly he was the only teller on.Talk about multitasking, he was what we in the service industry  call in  the ""weeds""The only other employees  is saw were in their offices with customers.Reagan acknowledged all of us,apologized and thanked us for our patience.He was truly grace under fire,the drive thru had a temperamental guy who clearly had an attitude, Reagan took it in his stride.He handled it like a pro.i was waiting for a ""hidden camera prank show to be involved. This man was so professional and I never leave reviews,but I had togive it up to him.Reagan Hobbes is his name,and a truly great employee,and was so courteous through it all.Felt I must comment.He is to be applauded.Great job.",158,,1,1,1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,1efad290894eb1670d5fdd9237d9672f,1,"I went to the PNC branch at 2101 S. Scatterfield Rd. in Anderson, IN. I needed to get a document notarized. The lady sitting inside in the front of the bank told me that they don't notarize quit claim deeds, even though I had all documentation showing that I had owned the property since 2007. She suggested that I go to the UPS store and pay $10.",67,Company has NOT responded to this review.,-1,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,5826e53267934d6e2102fcb3f7bb0591,2,I went to the PNC counter in a local supermarket for the convenience. Waited in line for the one slow bank employee. Had to repeat my request several times because the teller couldn't understand what I was talking about. There was an error in my account. Not difficult to understand. Took my information but couldn't fix the problem at that time. Had to phone another employee because no one got back to me. Closed my account within 3 months.,79,Company has NOT responded to this review.,-1,0,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,c1d51948e96b8ca2d3f37bddff4d9067,1,"I went to their Back Bay Office to check on something with my Account.  I was asked to wait for a Teller.  She finally came out and after standing at a counter looking at her Laptop for 5 minutes, when I got up to leave she offered to help me.  Terrible Branch and there are very few in Boston. I decided not to use PNC anymore.",66,Company has NOT responded to this review.,-1,-1,-1
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,98eda7a39fcea01d4115694a1e9cbb02,1,I went to this bank at 9:30 AM. There was at least five people working there. I asked one lady if I could open up a checking account and she rolled her eyes and said I guess I can try to find somebody that can help you then she came back and said you’ll have to come back tomorrow.,59,Company has NOT responded to this review.,1,0,0
PNC Bank,pnc.com,1445,1.3,1.29329,5.0,1.0,2.0,4.0,88.0,-0.3871,-0.17921,-0.81147,4eae55303b23f78f976c470cb6732c75,1,I will have to say this in regards to a mortgage PNC is the worst! Trying to get answers are impossible. One department doesn’t know what the others are doing. I have tried and so has my atty. Tried to get them to reply or provide written proof of our request and they never did. Either they don’t have or refused to comply.  Which forced me to pay more.  After they sent me a threading letter to foreclose.  Knowing I don’t have the money to sue.  I would NEVER suggest anyone to use this bank!,95,Company has NOT responded to this review.,-1,-1,-1
