Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Best place to have my checking and savings account. Everyone is happy to help whenever I need them.,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"Every employee I have ever come in contact with is very helpful, kind and knowledgeable.  It is always a pleasure to come to the N. 27th street location.",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,4,I had to come in to the office and reorder checks that came with the account and I came in to the office and called 3 times to get a monthly statement mailed to me........but I think we are all on track now........Thank you,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,A good credit union to have for checking account or Savings account or anything else you need there and always a helpful staff,
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,"Fast and easy, no issues.",
Liberty First Credit Union,libertyfirstcu.com,344,4.7,93%,3%,1%,1%,2%,5,Always a great experience each time I either talk to somebody or go in,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"After a lot of research into the correct vending machine for us we decided to go with VapeTM. I called and got connected with Ben, not some random sales representative from somewhere around the world. I spent a solid 20-30 minutes of Ben’s time asking a bunch of questions I had and he answered all of them very professionally which in turn made me feel comfortable with their product. I let Ben know that I would be in contact and that I wanted to think about it. There was absolutely no hard pressure sales at all, a few hours after thinking about it I decided I wanted to pull the trigger and so I reached back out to Ben and began the process. From there I ended up being in Ohio so I picked up my machine in person, I got to meet Ben, Jordan, and several others in person to truly see who I behind the company. I’m very happy with my purchase and even more happy with the customer service I have received from VapeTM, I have always gotten a response to any issue or question I have within minutes and it feels great to have a company back their product. We plan to buy several more, I can’t say enough good things about them! ",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Has been very helpful and has provided a wonderful machine. Constantly willing to go above and beyond to improve customer service by staying up to date and providing multiple sources of information to help everyone get started. Excited to grow with the company and get more machines!,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"My names Ozzy, I’m in texas. Ben from Vape TM helped me through my whole process. Great company to trust. Walked me through everything and was there for any question I had. Highly recommend.",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Just getting started and ready to take off here and these guys have been wonderful with their guidance and assistance.  Top notch.  Been working a lot with Micah, Jordan and Ramya…exceptional people.",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Great customer support and very informative. When I would speak with other company’s they didn’t know too much of the specifics when it comes to the machine itself or servicing it. Micah & Ben were always available to answer any questions or concerns I had. Even Megan and Reyeah in the office were great/easy to work with on the paper work side of things. 5/5 (Highly Recommend),
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,I first reached out to Jordan and he answered every question I had about these machines super late at night. The entire VapeTM was so helpful very step of the way I reached out to the support team multiple times and they were so knowledgable about these machines. it was awesome.,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"A review almost feels like not enough… this team doesn’t just have reliable machines. They have a reliable team. I own 7 machines now. And the experience was terrifying with things not working instantly. (If you work in tech, you get it) They have spent hours of no billing hours to make sure all 7 machines went up at the same time. I ordered through China originally and didn’t understand the 3 month wait. Getting machines in 7 days is a gift in its own. Their software is American made & American updated. This software team actually has follow through. Unlike a lot of these China manufacturers. Business is in the US, keep your software team in the US and use VapeTM. Shoutout Jordan, Micah, Ramya, & Ben. I owe everyone of you an all inclusive cruise. Thank you for making my new business decision, an easy one. ",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Micah with VapeTM has been a friendly contact when entering the vape vending business. The machines themselves are intuitive and fun to experiment with. They have allowed me to increase my vending sales and unlock new revenue streams with these high tech machines. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Extremely helpful company, Jordan and Ramya helped me with my vending machines before I even bought from them, and their accessories worked wonders. I now have a vapeTM machine on the way.",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,These guys are great. always responsive and they have videos for a lot of stuff you might encounter when installing or integrating these machines into your business. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,I bought 3 machines from VapeTM and I’m about to buy 13 more… I have had horrible experiences with other vape vending machines companies. I wish VapeTM would have been around when I first started my vape vending business a couple years ago. That would have saved me an endless amount of time and trouble. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Amazing company. If you are looking into the vape vending machine business, check them out! Great communication, great technology, fast to help with anything and the products look/and are great! Thank you for the awesome customer service as well. Highly recommend this company!! ",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,good for new vendorscompany is great for new vendors and provides top notch support from A to Z really making the buyer feel secure with the equipment and the longevity commitment they have to the buyer. I had some hiccups and for 2 days they worked diligantly with card company to ensure all was sorted. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"I cannot explain how happy I am with the product and VTM company, and it has made such a difference since using strictly VTM Machines! The owner goes out of his way, and we will never use another company’s machine again. ",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"VapeTM has been an incredible partner for our vending service. Their wide range of quality products and reliable supply chain have been essential to Vape Vend's success. Competitive pricing, excellent customer service, and prompt deliveries make them a 5-star supplier. Highly recommend!",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Jordan and his team have been exceptional! From the initial conversation to the follow through, VapeTM has exceeded all expectations that I have had. Not to mention the great products and customer service they have. I would give 10 stars if I could.",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,These people are experts in the game all the sales people and owner. Have and operate their own machines so all are super knowledgeable. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,This company is great and very proactive. Anytime I need a question answered i always get a professional reply in a timely manner. I definitely recommend this company for your business ventures. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Super great product. They walked me through everything, way better machines then any snack machine I’ve ever put out!",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"The Team as always mad my experience great, special shout out to Ramya and Megan",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,The have been very helpful and very fast for any problem that has occured! Customer service they thrive on!,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Great customer service fast shipping ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Very helpful after purchase. Micah has answered every question I’ve had and made sure I am good to go. ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Amazing business with great customer service. Highly recommend reaching out and exploring their product and services!,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Great company to work with . Best one stop shop in the vape vending industry that I’ve found ! ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,"Good response time, good troubleshooting",
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,Amazing tech support team love these people ! ,
VapeTM,vapetm.com,31,4.7,100%,0%,0%,0%,0%,5,These guys rock ! ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Customer services sucks , transaction that was supposed to take 1/2 days taking days and no confidence that anyone is going to talk to you anytime soon regarding whatever is going on .All their agents are offline and phone numbers going to voicemail everytime .It's scary doing business with them .",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I can do everything in one place.Example, Deposit/ add cash, buy bitcoins, see my BTC balance.No stress!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Crypto dispenser is one of the fastest and easiest way of buying cryptocurrency like bitcoin. Ive been a long time user and i can attest to the daily improvement of the platform and an excellent customer service to take care of any confusions that may arise. I highly recommend this platform to others who may be seeking to purchase cryptocurrency at their nearest store in a matter of seconds at the counter and i can also guarantee that it is safe platform with low charges which i am really impressed about.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Really has been a great experience ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,I had my first experience with Crypto Dispensers today and it was way smoother than I could have imagined. Using my mobile phone I was able to register and verify my identity in minutes. With their locator tool I found a CVS nearby and easily converted the cash in my pockets to bitcoin in my wallet with their simple interface. I will definitely be using this service a lot.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"CD has been very helpful in dealing with glitches to join. Fhebe has been my go-to person for efficiency, communication, and resolve. i look forward to future exchanges that will be easy to navigate, as well as knowing a helpful staff is there!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,fast deposit  from local Cvs store. highly recommend ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"     First of all, I want to say that I don't normally do reviews weather good or bad, but this time I wanted to do one for Crypto Dispensers because I have found them absolutely fabulous. I have used other companies before, and they don't measure up to Crypto Dispensers. Their services and customer support are outstanding. I highly recommend! ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Super easy and compared to any other way to buy crypto with cash it's cost is around of a third of anyone else. Plus super fast. Thanks CD,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,The customer service was amazing. Fhebe Kate Ilaga was wonderful. She guided me through the entire process and made this a very non stressful process. I can’t say enough about this company. The whole process was very quick. It made buying bitcoin very simple. I will definitely be using them for all my further purchases. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,The process of depositing money and buying bitcoin is very easy. I never had any type of issue. Having several places nearby to do the transaction is a timesaver.  ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I'm always amazed at how quick and efficient Crypto Dispensers is. I needed bitcoin urgently for a purchase, and the whole process-from finding an ATM to completing the transaction- took less than 10 minutes. It's a service you can truly rely on in a pinch.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,Company says it's offline when attempting to contact them. I would have just waited until the next morning to send the money to my trading account. Life is hard enough to be going without money that I expected to be sent immediately. No contact from support. Can't even buy directly with my cdreload or whatever. Nothing. They just have my food money on hold. Not acceptable. ,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"This company is very easy to use. The transaction was quick, easy and seamless. The funds I deposited arrived in my CryptoDispensers account beforeI got home from the deposit location ( a 2 minute drive). I then used those funds to buy BTC, and it arrived in my wallet within 3 minutes - much faster than any other transfer of bTC that I have experienced anywhere else.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Crypto Dispensers has become my go-to for all my Bitcoin purchases. Their ATMs are consistently reliable, the fees are transparent, and the process couldnt be simpler. I can't imagine using any other service for my crypto needs.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Crypto Dispensers have been a wonderful crypto exchange. I’ve never experienced anywhere else that makes purchasing BTC so easy and stress free. Also they are the first exchange that I have come across that allows you to deposit paper money to you account. I think that alone is the best feature I have ever seen! Keep up the great work guys!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,With every online business there are hiccups and experiences that are less than normally. I had posted a review before after one of these less than normal experiences. I would like to say that CD has done a wonderful job with the transactions and experiences. Thank you,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,They do not fulfill their promises. They act dishonestly and vanish when it’s convenient. They resort to paying for positive reviews and then they back out on paying. Shady !!,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Crypto Dispensers was absolutely amazing in both simplicity and ease of use throughout the entire process from point A to point B Starting and ending was so much more faster than anyone else on online platform exchanges/crypto wallets. I really recommend checking them out if you’re interested in learning more about crypto currencies and successfully making the best decision for yourself! I definitely like the concept and the idea of using the various process provided to purchase bitcoin and possibly other cryptocurrencies in the near future as I was told so! ⭐️⭐️⭐️⭐️⭐️ CRYPTO DISPENSERS ✅DESERVE👍🏼✅,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I've ben using bitcoin ATMs for the past 6 years, usually just whichever is closest to me at the time. I used Crypto Dispensers at a mall for a bigger transaction & realized their fees are way cheaper than the rest! I've been using them since. I had one issue a couple months ago, which pretty sure was my fault but reached out to their support & it was resolved the next morning. Can't recommend enough honestly! ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Crypto dispensers is a fast and easy way to purchase crypto. I love the changes they’ve made and the referral bonus is a great incentive. I will continue to refer friends to this platform! Update:Since leaving a positive review Crypto Dispensers has ignored my recent support tickets. They advertised bonus for my deposit but didn’t follow through. The bonus was supposed to be credited immediately but nothing was added to my account. Upon reaching out, no one has responded in over 5 days. Now I regret making a large deposit and paying the unnecessary fees. It seems like their customer service has returned back to their old unresponsive ways!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I have used Crypto Dispensers 3 times. Each time, i was treated professionally and was given complete information each step of the way, by email and by phone. The follow-up was also great. I will do all future crypto business with Crypto Dispensers!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Please just to confirm, can i create an account with my New York drivers license, if it’s supported , i will appreciate a quick response !!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,"Creating and verifying an account was fast and simple. Surprisingly, even in my small town, they even had quite a few locations to access conveniently in order to make a purchase.  EDIT* Have been trying to get in touch with support for more than a week, and zero response. ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,I've sent hundreds of phone calls and emails ABSOLUTELY ZERO RESPONSE! THIS IS AN EMERGENCY AND I NEED MY MONEY! I am disgusted absolutely appalled that they don't answer anyone at all!I needd to send btc after depositing at cvs and over and over failed transaction! Please help!     07/24/2023 UPDATE STILL NO WORD FORM ANYONE AND NO WAY TO FIX ISSIE. SCAMMED ,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Easy to deposit cash at local retailer, funds available in 10 minutes. BTC withdrawals are typically fast.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Hello, can someone just rectify this error please I’ve been trying to purchase bitcoin since and it keep showing failed after email confirmation 😡 😡 😡We are currently experiencing technical difficulties with our application. Our team is actively working to fix the issue.We hope to have this resolved soon. Thank you for your patience. That’s what it says each time I tried to purchase bitcoin. Very annoying 😡😡😡😡😡",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Solid company. Great way to turn your cash into crypto conveniently at many thousands of stores nationwide. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"Well I deposited $7100 into their ATM  got the receipt asked for a refund because the money never got to the wallet registered with my photo, driver license & phone # etc but the money never showed up into the wallet.  So I asked for refunds 15x only received form letters from help@And now thinking sueing them because it appears they like others money more than earning it the hard way… they know me you should tooNot a happy camper my wallet shows $0.00 balance and no actual reply’s.Note they do not answer calls @ crypto dispensers… good luck",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I deposited $500 to my account and they are not letting me withdraw my Bitcoin. Transaction id is vpAOK4. I will be posting about this daily until their site is offline or I get my Bitcoin.Edit: they replied to me saying their cash to crypto service was new, but they made this reply to someone else:""We would like to assure you that we have been successfully operating as a reputable cash-to-cryptocurrency exchange since 2017. """,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I was driving home earlier today searching for a Bitcoin ATM and somehow I found a link for CryptoDispensers.  It sounded like it possibly was too good to be true.  They were offering $25 worth of free Bitcoin on your first deposit of $20 USD or more.  With that information, I immediately opened an account with them.  Went through the usual KYC (Know Your Customer), and before I knew it, I was at my closest CVS,  making my first deposit of $250.  I immediately received an email that the funds were in my account.  I will definitely be using Crypto Dispensers from now on.  ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Absolutely fantastic experience with this crypto dispensary! The ATM interface is incredibly user-friendly and seamless. Depositing cash for Bitcoin and other cryptocurrencies was a breeze—quick, intuitive, and hassle-free. I was able to easily navigate through the steps, and the transaction was completed without any issues. I also appreciate the transparency and security throughout the process. Highly recommend this service for anyone looking to get into crypto or simply make cash deposits with ease. 5 stars all the way!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,If you are looking for a company that is reliable at its core? and dedicated to helping its customers? Do you want to have a timley response to all your questions? then look no further than Crypto Dispensers! These guys are better then coinbase in my opinion! The staff is so smart and patient on top of being sweet as can be!,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Using Crypto Dispensers' CDReload service has been a revelation for me. It's the perfect solution for buying Bitcoin with cash. I love the convenience of topping up my account at familiar retail stores like CVS Pharmacy, Rite Aid, Casey’s, and many more. Not only is the process incredibly user-friendly, but the rates are also notably more affordable than Bitcoin ATMs – almost half the cost! It genuinely feels like having a portable Bitcoin ATM right in the palm of my hand. If you're looking for a seamless, cost-effective way to delve into the world of cryptocurrency, CDReload is the way to go!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"During the last three months, I have had nothing but problems with Cryptodispensers!!! When making my purchase of Bitcoin and then going to the email to confirm the transaction, it gives me an error message “FAILED”!!! When I am spending 10% on RIDICULOUSLY EXPENSIVE fees, I should NOT be running into these problems. My suggestion to you is open an account that allows you to purchase directly without these hassles. RUN-DO NOT USE CRYPTODISPENSERS!!!!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I've tried a few Bitcoin companies before, but none compare to Crypto dispensers. Their services are always in perfect working order, the interface is user-friendly and the fees are competitive. I appreciate how they prioritize the customer experience.  This is hands-down the best way to buy Bitcoin. ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"You guys are a lifesaver,  I've been going to bitcoin atms and getting charged hidden fees so I've been upset about that,  I will recommend anyone I know to give u guys a try and I'm able to link a bank account 🙂. Thank you for making things a little easier In this cryto world.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"⭐⭐⭐⭐⭐I recently had the pleasure of using Crypto Dispensers and I can confidently say it has transformed my cryptocurrency experience for the better! I was impressed by its user-friendly interface and sleek design, which made navigation a breeze even for someone new to the crypto world. Also the customer support team deserves a special mention! They are responsive, knowledgeable, and always willing to assist with any questions I had. It's refreshing to find a platform that prioritizes customer service as much as it does innovation. When I reached out to customer support they were very helpful in explaining how to create an account and go to my local CVS to make my first deposit! I highly recommend Crypto Dispensers to anyone looking to dive into the world of cryptocurrency. I feel reassured that my assets are well-protected!  It’s definitely reliable, trustworthy, and efficient! ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,3,Ridiculous. I deposited cash into my cdreload account and now I can't withdraw with 0 response from customer service? Terrible company thats a fraud!! **Edit** I finally finalized my transaction After 3 days!! Im now currently waiting to receive it in my external wallet. And it is pending confirmation on the blockchain as of right now!! Thank goodness. 3 days was way to long with no response from support I managed to keep trying ever few hours and boom it worked. $25 bonus on first purchase kind of made up for the wait time but I don't think ill use this company again unfortunately due to lack of communication.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,"Easy service to use. As a beginner, this was useful to test out the process without risking too much money. On the downside, fees from deposit at local CVS + network fees make $20 purchases not feasible long term. If this is one's primary method for buying bitcoin, I would only use this for $100+ purchases.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"It’s was so fast and reliable, i have been happy so far ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I am on vacation and used many bitcoin ATMs over the years, and never once had an issue like this.I made a $270 litecoin purchase, and got text saying funds were sent, and now 24+ hours later , nothing sent, zero response from email or phone.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I have never purchased crypto currency before and was uneasy about the process.  However, the kiosk was very user friendly and I was able to deposit the cash easily.  It appeared in my crypto wallet almost immediately.  The experience definitely eased my worries and I will use it again.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,2,"UPDATE**** After endless ways of trying to reach them with no response, after four full days, I did get a text stating the funds were just sent, and they were. I will never use again but raising one star just because I finally got the deposit. I will update if resolved but 300 deposit in exodus account which is very fast always but no blockchain link, no confirmation of funds pending, and no response via e mail yet. For 60 atms nationwide and in key retail establishments i did not expect any issues like being scammed but all these scam reviews are not looking promising. I may check onto cost of lawsuit too if not fixed. I have never had issue with any other company I have used except seeing small deposits stuck without a block for a time.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"It's been like that with them , if you go on there Twitter page , full or bad reports over and over and over again , the worst thing is that there's no customer care to speak and when you write them through the emails and call it goes to voicemail and even after you leave a message there's no response and nothing is been done , it's ridiculous . That means this people can get away with people's money this is frustrating 😡😡😡",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,In store deposit went great . CDReload is great. Honestly they respond fast. Never had a problem with them. But reached out and they answered my question within the next hour. They are about what they say they are about. Get your bitcoin with them. ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"This is still a gift, but extremely dissatisfied.  Customer service non existent, leave voicemail which doesn't get responded to.  Went online and contact customer support no reply.  They failed to complete deposit to my wallet over 2 days.  If I could have given a zero that is what I would have given.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,I first had issues with the referral still never paid for it then i could not withdraw cash because i expected my referral cash to go in never got help what i did get was a very inappropriate message from them on email i will show next message. Then i go today to add 20.00 that way i can finally withdraw nope I got errors after errors and now i have 39.00 dollars sitting there I am frustrated i will never go through them again once i get my cash out im done this is bs no help at all dont go here trust me !!!!,Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"i have one suggestion, you should also accept 3rd party credit card for payments as well.since some time, 3rd party can not be avtive in systems them self or for any other reasons.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,Absolutely love crypto dispensers I found them by accident when libertyx gave me issues . They accept cash at rite-aid ( rite-aid charges a fee of 4.95 ) that's so doable . Even through some hiccups they are easy to get ahold of . I usually email support or text but they are on tiktok too & Instagram. So you can easily find them if there's a problem.  I love how I can also deposit money & not have to rush to buy btc. It can sit there if you want to wait The whole process is fast & simple Your acct welcomes you by your name Everything is easy to follow I just deposited money today 8/3/24I definitely recommend trying them ,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,4,I would have given a 5 Star review if it hadn't taken 9 days to get a Buy accomplished. I appreciate being responded to and kept informed as you worked through the banking issues. I hope it continues to be a good experience for us both.The site is easy to use and the process is easy to follow.,
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I had stopped using this company about a year ago because their customer service sucks balls. Their response time (if they respond at all) is a F’ing joke. They don’t properly credit funds deposited. I made three separate deposits for $500 shortly after 2 am June 30th. Only two deposits have posted. Also, even with the $1,000 that has posted, I have not been able to purchase bitcoin. If you read their responses about why this is happening, they give the same scripted response. The company is ate the F%*K up. They sent me an email a couple weeks ago to give them another chance-so here I am, and they’re suck ass today as they were last year when I stopped using them. DO NOT USE THIS COMPANY!!!",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Crypto Dispensers is a great service! I’ve never once ran into any problems using their service and they’re very reliable, trust worthy, and also super fast. I’d give them 6 stars if I could!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Best platform for cash to bitcoin.I've been a customer for the past 4 to 5 years and yes we do have our ups and down but still they're my go to for my bitcoin transaction and its swift and effortless.All you need is your cash, your smartphone and your ID. Financial freedom, Yay!!!Carol.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"THIS SITE IS A HELL OF A SCAM,THEY BLOCKED MY ACCOUNT WITH BALANCE IN IT AND NO ONE IS RESPONDING TO ME,I GOT HOLD OF THE CEO FIRAS ISA AND HE READ MY COMPLAINS AND IGNORE IT AND EVEN BLOCKED ME AFTER READING MY MESSAGES AND MY ACCOUNT IS STILL BLOCKED TILL NOW GUYS....THEY SCAMMED ME,STOP USING THIS WEBSITE THEY'RE SCAMMER LET'S JOIN HANDS AND BRING THEM DOWN.",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"We are currently experiencing technical difficulties with our application. Our team is actively working to fix the issue.We hope to have this resolved soon. Thank you for your patience. This problem is so annoying and making it hard for customer to transact, the site is currently down and won’t allow us to purchase. So annoying 😡",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"I had a problem buying Bitcoin after I added cash. I emailed them and I got a prompt response, explaining the situation. They proved that they valued me as a user of their services. I'm quite happy with their customer service.",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"The process was incredibly simple, deposit your cash, and receive your Bitcoin instantly. The instant transactions set these ATMs apart from others, I have my Bitcoin in my wallet without any delays or excuses. ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Use of the ATMs was very simple and straightforward, I was able to get my BTC sent to me in a very timely manner. When I ran into issues and gave the customer service number a call, they were extremely helpful and were able to get my issue resolved almost instantly. Would definitely recommend to others and I will be using the ATM to purchase BTC again soon!",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"You can start by responding to customer complaints (email and phone calls) in a timely manner. Make a way to give a detailed reason why a transaction did not complete, also make may to let customers withdraw from their accounts if they don’t plan to invest in cryptocurrency on your system",Company has responded to this review.
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,5,"Crypto Dispensers is fairly simple and a  convenient way to purchase cryptocurrency, especially if you are new to crypto and want to get started asap. One of the best features they have is being able to turn physical cash into readily available funds in your account that can be used to buy Bitcoin! I also would like to mention that when I was inconveniently blocked from being able to access my account, crypto dispensers helped me obtain access to my account again w/o hesitation! I am extremely grateful to their service and plan to use them in the near future, as well as refer my friends. ",
Crypto Dispensers ,cryptodispensers.com,260,4.3,67%,5%,3%,2%,23%,1,"I have been waiting for 9700 dollars and they treat me like im being robbed.  I purchased 9700 dollars on march 16 2023.  I have not recieved it ive been lied too, told its coming and now no one helps me.  I feel violated and need help how to retrieve my bitcoins.  I don't feel its legitament ..buyer neware i know but been using bitcoin a while and this one not send my money say block me lie and now i guess keeping my money can anyone help me please. Ive no lawyers ive not alot of money..",Company has responded to this review.
